"Esquema Homologado de Recolección de Información de Impartición de Justicia 2016
Sistema Tradicional
,,,,,6030,La sociedad - Violencia de género en todas sus modalidades distinta a la violencia familiar,
,,,,,6040,La sociedad - Discriminación,
,,,,,6050,La sociedad - Otros delitos contra la sociedad,
,,,,,7010,La Seguridad Pública - Narcomenudeo,
,,,,,7011,La Seguridad Pública - Narcomenudeo en modalidad de posesión simple,
,,,,,7012,La Seguridad Pública - Narcomenudeo en modalidad de posesión con fines de venta y suministro,
,,,,,7013,La Seguridad Pública - Narcomenudeo en modalidad de venta y suministro,
,,,,,7014,La Seguridad Pública - Narcomenudeo en modalidad distinta a las anteriores,
,,,,,7020,La Seguridad Pública - Evasión de presos,
,,,,,7030,La Seguridad Pública - Armas y objetos prohibidos,
,,,,,7040,La Seguridad Pública - Otros delitos contra la seguridad pública,
,,,,,8010,Otros (bienes jurídicos afectados) del Fuero Común - Amenazas,
,,,,,8020,Otros (bienes jurídicos afectados) del Fuero Común - Allanamiento de morada,
,,,,,8030,Otros (bienes jurídicos afectados) del Fuero Común - Falsedad,
,,,,,8040,Otros (bienes jurídicos afectados) del Fuero Común - Falsificación,
,,,,,8050,Otros (bienes jurídicos afectados) del Fuero Común - Contra el medio ambiente y equilibrio ecológico,
,,,,,8060,Otros (bienes jurídicos afectados) del Fuero Común - Contra el servicio público,
,,,,,8061,Otros (bienes jurídicos afectados) del Fuero Común - Cometidos por servidores públicos,
,,,,,8062,Otros (bienes jurídicos afectados) del Fuero Común - Cometidos contra servidores públicos,
,,,,,8063,Otros (bienes jurídicos afectados) del Fuero Común - Otros delitos cometidos contra el servicio público,
,,,,,8070,Otros (bienes jurídicos afectados) del Fuero Común - Electorales,
,,,,,8080,Otros (bienes jurídicos afectados) del Fuero Común - Otros delitos del fuero común,
,,,,,9999,No especificado - No especificado,
5,CALIFICA,"Clasificación de los delitos registrados en las causas penales ingresadas en el sistema tradicional en los juzgados de primera instancia, según su calificación, durante el año 2015.",Numérico,1,0,No aplica,
,,,,,1,Grave,
,,,,,2,No grave,
,,,,,9,No especificado,
6,GDO_CONS,"Clasificación de los delitos registrados en las causas penales ingresadas en el sistema tradicional en los juzgados de primera instancia, según su nivel de ejecución, durante el año 2015.",Numérico,1,0,No aplica,
,,,,,1,Consumado,
,,,,,2,Tentativa,
,,,,,9,No especificado,
7,FORM_COM,"Clasificación de los delitos registrados en las causas penales ingresadas en el sistema tradicional en los juzgados de primera instancia, según su forma de comisión, durante el año 2015.",Numérico,1,0,No aplica,
,,,,,1,Doloso,
,,,,,2,Culposo,
,,,,,9,No especificado,
8,FORM_ACC,"Clasificación de los delitos registrados en las causas penales ingresadas en el sistema tradicional en los juzgados de primera instancia, según su forma de acción, durante el año 2015.",Numérico,1,0,No aplica,
,,,,,1,Con violencia,
,,,,,2,Sin violencia,
,,,,,9,No especificado,
9,MODALIDA,"Clasificación de los delitos registrados en las causas penales ingresadas en el sistema tradicional en los juzgados de primera instancia, según su modalidad, durante el año 2015.",Numérico,1,0,No aplica,
,,,,,1,Simple,
,,,,,2,Atenuado,
,,,,,3,Agravado,
,,,,,4,Calificado,
,,,,,5,Calificado-agravado,
,,,,,9,No especificado,
10,ELEM_COM,"Clasificación de los delitos registrados en las causas penales ingresadas en el sistema tradicional en los juzgados de primera instancia, según sus elementos para la comisión, durante el año 2015.",Numérico,1,0,No aplica,
,,,,,1,Con arma de fuego,
,,,,,2,Con arma blanca,
,,,,,3,Con alguna parte del cuerpo,
,,,,,4,Con otro elemento,
,,,,,9,No especificado,
11,CONCURSO,"Clasificación de los delitos registrados en las causas penales ingresadas en el sistema tradicional en los juzgados de primera instancia, según su concurso, durante el año 2015.",Numérico,1,0,No aplica,
,,,,,1,Ideal,
,,,,,2,Real,
,,,,,9,No especificado,
12,CLASIFIC,"Clasificación de los delitos registrados en las causas penales ingresadas en el sistema tradicional en los juzgados de primera instancia, según su clasificación, durante el año 2015.",Numérico,1,0,No aplica,
,,,,,1,Instantáneo,
,,,,,2,Permanente,
,,,,,3,Continuado,
,,,,,9,No especificado,
13,ENT_OCUR,"Clasificación de los delitos registrados en las causas penales ingresadas en el sistema tradicional en los juzgados de primera instancia, según su entidad federativa de ocurrencia, durante el año 2015.",Numérico,2,0,No aplica,
,,,,,1,Aguascalientes,
,,,,,2,Baja California,
,,,,,3,Baja California Sur,
,,,,,4,Campeche,
,,,,,5,Coahuila de Zaragoza,
,,,,,6,Colima,
,,,,,7,Chiapas,
,,,,,8,Chihuahua,
,,,,,9,Ciudad de México,
,,,,,10,Durango,
,,,,,11,Guanajuato,
,,,,,12,Guerrero,
,,,,,13,Hidalgo,
,,,,,14,Jalisco,
,,,,,15,México,
,,,,,16,Michoacán de Ocampo,
,,,,,17,Morelos,
,,,,,18,Nayarit,
,,,,,19,Nuevo León,
,,,,,20,Oaxaca,
,,,,,21,Puebla,
,,,,,22,Querétaro,
,,,,,23,Quintana Roo,
,,,,,24,San Luis Potosí,
,,,,,25,Sinaloa,
,,,,,26,Sonora,
,,,,,27,Tabasco,
,,,,,28,Tamaulipas,
,,,,,29,Tlaxcala,
,,,,,30,Veracruz de Ignacio de la Llave,
,,,,,31,Yucatán,
,,,,,32,Zacatecas,
,,,,,99,No especificado,
14,MUNIOCUR,"Clasificación de los delitos registrados en las causas penales ingresadas en el sistema tradicional en los juzgados de primera instancia, según su municipio de ocurrencia, durante el año 2015.",Carácter,5, ,"01001 ... 32058, 32999, 99999 (los dos primeros caracteres identifican a la entidad federativa y los últimos tres caracteres identifican al municipio)",
15,FEC_OCUR,"Clasificación de los delitos registrados en las causas penales ingresadas en el sistema tradicional en los juzgados de primera instancia, según el año y mes de ocurrencia, durante el año 2015.",Carácter,12,,,
16,TOTALCA1,"La cantidad de procesados que cometieron el delito registrado en las causas penales ingresadas en el sistema tradicional en los juzgados de primera instancia, durante el año 2015.",Carácter,20,,,"0-999999999999999, NA, NSS, ND, NULL"
17,TOTALCA2,"La cantidad de víctimas a las que se les cometió el delito registrado en las causas penales ingresadas en el sistema tradicional en los juzgados de primera instancia, durante el año 2015.",Carácter,20,,,"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,
,,,,,,,
,,,,,,,
