"","ubicgeo","cod_delito","total_procesados","anio","sistema","concepto"
"46","01001",5010,1,"2016","tradicional","- Violencia familiar"
"47","01001",5010,1,"2016","tradicional","- Violencia familiar"
"48","01001",5010,1,"2016","tradicional","- Violencia familiar"
"49","01001",5010,1,"2016","tradicional","- Violencia familiar"
"50","01001",5010,1,"2016","tradicional","- Violencia familiar"
"51","01001",5010,1,"2016","tradicional","- Violencia familiar"
"52","01001",5010,1,"2016","tradicional","- Violencia familiar"
"53","01001",5010,1,"2016","tradicional","- Violencia familiar"
"54","01001",5010,1,"2016","tradicional","- Violencia familiar"
"55","01001",5010,2,"2016","tradicional","- Violencia familiar"
"56","01001",5010,2,"2016","tradicional","- Violencia familiar"
"57","01001",5010,1,"2016","tradicional","- Violencia familiar"
"58","01001",5010,1,"2016","tradicional","- Violencia familiar"
"59","01001",5010,1,"2016","tradicional","- Violencia familiar"
"60","01001",5010,1,"2016","tradicional","- Violencia familiar"
"61","01001",5010,1,"2016","tradicional","- Violencia familiar"
"62","01001",5010,1,"2016","tradicional","- Violencia familiar"
"63","01001",5010,1,"2016","tradicional","- Violencia familiar"
"64","01001",5010,7,"2016","tradicional","- Violencia familiar"
"65","01001",5010,7,"2016","tradicional","- Violencia familiar"
"66","01001",5010,1,"2016","tradicional","- Violencia familiar"
"67","01001",5010,1,"2016","tradicional","- Violencia familiar"
"68","01001",5010,1,"2016","tradicional","- Violencia familiar"
"69","01001",5010,1,"2016","tradicional","- Violencia familiar"
"70","01001",5010,1,"2016","tradicional","- Violencia familiar"
"71","01001",5010,1,"2016","tradicional","- Violencia familiar"
"72","01001",5010,1,"2016","tradicional","- Violencia familiar"
"73","01001",5010,1,"2016","tradicional","- Violencia familiar"
"74","01001",5010,2,"2016","tradicional","- Violencia familiar"
"75","01001",5010,1,"2016","tradicional","- Violencia familiar"
"76","01001",5010,1,"2016","tradicional","- Violencia familiar"
"77","01001",5010,1,"2016","tradicional","- Violencia familiar"
"78","01001",5010,1,"2016","tradicional","- Violencia familiar"
"79","01001",5010,1,"2016","tradicional","- Violencia familiar"
"80","01001",5010,1,"2016","tradicional","- Violencia familiar"
"81","01001",5010,1,"2016","tradicional","- Violencia familiar"
"82","01001",5010,1,"2016","tradicional","- Violencia familiar"
"83","01001",5010,3,"2016","tradicional","- Violencia familiar"
"84","01001",5010,1,"2016","tradicional","- Violencia familiar"
"85","01001",5010,2,"2016","tradicional","- Violencia familiar"
"86","01001",5010,1,"2016","tradicional","- Violencia familiar"
"87","01001",5010,2,"2016","tradicional","- Violencia familiar"
"88","01001",5010,1,"2016","tradicional","- Violencia familiar"
"89","01001",5010,1,"2016","tradicional","- Violencia familiar"
"90","01001",5010,1,"2016","tradicional","- Violencia familiar"
"91","01001",5010,1,"2016","tradicional","- Violencia familiar"
"92","01001",5010,1,"2016","tradicional","- Violencia familiar"
"93","01001",5010,1,"2016","tradicional","- Violencia familiar"
"94","01001",5010,2,"2016","tradicional","- Violencia familiar"
"95","01001",5010,1,"2016","tradicional","- Violencia familiar"
"96","01001",5010,1,"2016","tradicional","- Violencia familiar"
"97","01001",5010,1,"2016","tradicional","- Violencia familiar"
"98","01001",5010,1,"2016","tradicional","- Violencia familiar"
"99","01001",5010,1,"2016","tradicional","- Violencia familiar"
"100","01001",5010,1,"2016","tradicional","- Violencia familiar"
"101","01001",5010,1,"2016","tradicional","- Violencia familiar"
"102","01001",5010,1,"2016","tradicional","- Violencia familiar"
"103","01001",5010,1,"2016","tradicional","- Violencia familiar"
"104","01001",5010,1,"2016","tradicional","- Violencia familiar"
"105","01001",5010,1,"2016","tradicional","- Violencia familiar"
"106","01001",5010,1,"2016","tradicional","- Violencia familiar"
"107","01001",5010,1,"2016","tradicional","- Violencia familiar"
"108","01001",5010,1,"2016","tradicional","- Violencia familiar"
"109","01001",5010,1,"2016","tradicional","- Violencia familiar"
"110","01001",5010,1,"2016","tradicional","- Violencia familiar"
"111","01001",5010,1,"2016","tradicional","- Violencia familiar"
"112","01001",5010,1,"2016","tradicional","- Violencia familiar"
"113","01001",5010,1,"2016","tradicional","- Violencia familiar"
"114","01001",5010,1,"2016","tradicional","- Violencia familiar"
"115","01001",5010,2,"2016","tradicional","- Violencia familiar"
"116","01001",5010,1,"2016","tradicional","- Violencia familiar"
"117","01001",5010,1,"2016","tradicional","- Violencia familiar"
"118","01001",5010,1,"2016","tradicional","- Violencia familiar"
"119","01001",5010,1,"2016","tradicional","- Violencia familiar"
"120","01001",5010,1,"2016","tradicional","- Violencia familiar"
"121","01001",5010,1,"2016","tradicional","- Violencia familiar"
"122","01001",5010,1,"2016","tradicional","- Violencia familiar"
"123","01001",5010,5,"2016","tradicional","- Violencia familiar"
"124","01001",5010,1,"2016","tradicional","- Violencia familiar"
"125","01001",5010,1,"2016","tradicional","- Violencia familiar"
"126","01001",5010,1,"2016","tradicional","- Violencia familiar"
"127","01001",5010,1,"2016","tradicional","- Violencia familiar"
"128","01001",5010,1,"2016","tradicional","- Violencia familiar"
"129","01001",5010,1,"2016","tradicional","- Violencia familiar"
"130","01001",5010,1,"2016","tradicional","- Violencia familiar"
"131","01001",5010,1,"2016","tradicional","- Violencia familiar"
"132","01001",5010,1,"2016","tradicional","- Violencia familiar"
"133","01001",5010,2,"2016","tradicional","- Violencia familiar"
"134","01001",5010,1,"2016","tradicional","- Violencia familiar"
"135","01001",5010,1,"2016","tradicional","- Violencia familiar"
"136","01001",5010,1,"2016","tradicional","- Violencia familiar"
"137","01001",5010,2,"2016","tradicional","- Violencia familiar"
"138","01001",5010,2,"2016","tradicional","- Violencia familiar"
"139","01001",5010,1,"2016","tradicional","- Violencia familiar"
"140","01001",5010,1,"2016","tradicional","- Violencia familiar"
"141","01001",5010,1,"2016","tradicional","- Violencia familiar"
"142","01001",5010,1,"2016","tradicional","- Violencia familiar"
"143","01001",5010,1,"2016","tradicional","- Violencia familiar"
"144","01001",5010,1,"2016","tradicional","- Violencia familiar"
"145","01001",5010,1,"2016","tradicional","- Violencia familiar"
"146","01001",5010,1,"2016","tradicional","- Violencia familiar"
"147","01001",5010,1,"2016","tradicional","- Violencia familiar"
"148","01001",5010,1,"2016","tradicional","- Violencia familiar"
"149","01001",5010,2,"2016","tradicional","- Violencia familiar"
"150","01001",5010,2,"2016","tradicional","- Violencia familiar"
"151","01001",5010,2,"2016","tradicional","- Violencia familiar"
"152","01001",5010,1,"2016","tradicional","- Violencia familiar"
"153","01001",5010,1,"2016","tradicional","- Violencia familiar"
"154","01001",5010,1,"2016","tradicional","- Violencia familiar"
"155","01001",5010,1,"2016","tradicional","- Violencia familiar"
"156","01001",5010,1,"2016","tradicional","- Violencia familiar"
"157","01001",5010,1,"2016","tradicional","- Violencia familiar"
"158","01001",5010,1,"2016","tradicional","- Violencia familiar"
"159","01001",5010,1,"2016","tradicional","- Violencia familiar"
"160","01001",5010,1,"2016","tradicional","- Violencia familiar"
"161","01001",5010,1,"2016","tradicional","- Violencia familiar"
"162","01001",5010,2,"2016","tradicional","- Violencia familiar"
"163","01001",5010,2,"2016","tradicional","- Violencia familiar"
"164","01001",5010,1,"2016","tradicional","- Violencia familiar"
"165","01001",5010,1,"2016","tradicional","- Violencia familiar"
"166","01001",5010,1,"2016","tradicional","- Violencia familiar"
"167","01001",5010,1,"2016","tradicional","- Violencia familiar"
"168","01001",5010,1,"2016","tradicional","- Violencia familiar"
"169","01001",5010,1,"2016","tradicional","- Violencia familiar"
"170","01001",5010,1,"2016","tradicional","- Violencia familiar"
"171","01001",5010,1,"2016","tradicional","- Violencia familiar"
"172","01001",5010,1,"2016","tradicional","- Violencia familiar"
"173","01001",5010,1,"2016","tradicional","- Violencia familiar"
"174","01001",5010,1,"2016","tradicional","- Violencia familiar"
"175","01001",5010,1,"2016","tradicional","- Violencia familiar"
"176","01001",5010,1,"2016","tradicional","- Violencia familiar"
"177","01001",5010,1,"2016","tradicional","- Violencia familiar"
"178","01001",5010,1,"2016","tradicional","- Violencia familiar"
"179","01001",5010,1,"2016","tradicional","- Violencia familiar"
"180","01001",5010,1,"2016","tradicional","- Violencia familiar"
"181","01001",5010,2,"2016","tradicional","- Violencia familiar"
"182","01001",5010,1,"2016","tradicional","- Violencia familiar"
"183","01001",5010,1,"2016","tradicional","- Violencia familiar"
"184","01001",5010,1,"2016","tradicional","- Violencia familiar"
"185","01001",5010,1,"2016","tradicional","- Violencia familiar"
"186","01001",5010,1,"2016","tradicional","- Violencia familiar"
"187","01001",5010,1,"2016","tradicional","- Violencia familiar"
"188","01001",5010,1,"2016","tradicional","- Violencia familiar"
"189","01001",5010,1,"2016","tradicional","- Violencia familiar"
"190","01001",5010,1,"2016","tradicional","- Violencia familiar"
"191","01001",5010,1,"2016","tradicional","- Violencia familiar"
"192","01001",5010,1,"2016","tradicional","- Violencia familiar"
"193","01001",5010,1,"2016","tradicional","- Violencia familiar"
"194","01001",5010,1,"2016","tradicional","- Violencia familiar"
"195","01001",5010,1,"2016","tradicional","- Violencia familiar"
"196","01001",5010,1,"2016","tradicional","- Violencia familiar"
"197","01001",5010,2,"2016","tradicional","- Violencia familiar"
"198","01001",5010,1,"2016","tradicional","- Violencia familiar"
"199","01001",5010,1,"2016","tradicional","- Violencia familiar"
"200","01001",5010,1,"2016","tradicional","- Violencia familiar"
"201","01001",5010,2,"2016","tradicional","- Violencia familiar"
"202","01001",5010,2,"2016","tradicional","- Violencia familiar"
"203","01001",5010,1,"2016","tradicional","- Violencia familiar"
"204","01001",5010,1,"2016","tradicional","- Violencia familiar"
"205","01001",5010,1,"2016","tradicional","- Violencia familiar"
"206","01001",5010,3,"2016","tradicional","- Violencia familiar"
"207","01001",5010,1,"2016","tradicional","- Violencia familiar"
"208","01001",5010,1,"2016","tradicional","- Violencia familiar"
"209","01001",5010,1,"2016","tradicional","- Violencia familiar"
"210","01001",5010,1,"2016","tradicional","- Violencia familiar"
"211","01001",5010,1,"2016","tradicional","- Violencia familiar"
"212","01001",5010,1,"2016","tradicional","- Violencia familiar"
"213","01001",5010,1,"2016","tradicional","- Violencia familiar"
"214","01001",5010,1,"2016","tradicional","- Violencia familiar"
"215","01001",5010,1,"2016","tradicional","- Violencia familiar"
"216","01001",5010,1,"2016","tradicional","- Violencia familiar"
"217","01001",5010,1,"2016","tradicional","- Violencia familiar"
"218","01001",5010,1,"2016","tradicional","- Violencia familiar"
"219","01001",5010,1,"2016","tradicional","- Violencia familiar"
"220","01001",5010,1,"2016","tradicional","- Violencia familiar"
"221","01001",5010,1,"2016","tradicional","- Violencia familiar"
"222","01001",5010,1,"2016","tradicional","- Violencia familiar"
"223","01001",5010,1,"2016","tradicional","- Violencia familiar"
"224","01001",5010,2,"2016","tradicional","- Violencia familiar"
"225","01001",5010,1,"2016","tradicional","- Violencia familiar"
"226","01001",5010,1,"2016","tradicional","- Violencia familiar"
"227","01001",5010,1,"2016","tradicional","- Violencia familiar"
"228","01001",5010,1,"2016","tradicional","- Violencia familiar"
"229","01001",5010,1,"2016","tradicional","- Violencia familiar"
"230","01001",5010,1,"2016","tradicional","- Violencia familiar"
"231","01001",5010,1,"2016","tradicional","- Violencia familiar"
"232","01001",5010,1,"2016","tradicional","- Violencia familiar"
"233","01001",5010,3,"2016","tradicional","- Violencia familiar"
"234","01001",5010,1,"2016","tradicional","- Violencia familiar"
"235","01001",5010,1,"2016","tradicional","- Violencia familiar"
"236","01001",5010,1,"2016","tradicional","- Violencia familiar"
"237","01001",5010,3,"2016","tradicional","- Violencia familiar"
"238","01001",5010,1,"2016","tradicional","- Violencia familiar"
"239","01001",5010,1,"2016","tradicional","- Violencia familiar"
"240","01001",5010,1,"2016","tradicional","- Violencia familiar"
"241","01001",5010,1,"2016","tradicional","- Violencia familiar"
"242","01001",5010,1,"2016","tradicional","- Violencia familiar"
"243","01001",5010,1,"2016","tradicional","- Violencia familiar"
"244","01001",5010,1,"2016","tradicional","- Violencia familiar"
"245","01001",5010,1,"2016","tradicional","- Violencia familiar"
"246","01001",5010,1,"2016","tradicional","- Violencia familiar"
"247","01001",5010,1,"2016","tradicional","- Violencia familiar"
"248","01001",5010,1,"2016","tradicional","- Violencia familiar"
"249","01001",5010,1,"2016","tradicional","- Violencia familiar"
"250","01001",5010,4,"2016","tradicional","- Violencia familiar"
"251","01001",5010,1,"2016","tradicional","- Violencia familiar"
"252","01001",5010,1,"2016","tradicional","- Violencia familiar"
"253","01001",5010,1,"2016","tradicional","- Violencia familiar"
"254","01001",5010,1,"2016","tradicional","- Violencia familiar"
"255","01001",5010,1,"2016","tradicional","- Violencia familiar"
"256","01001",5010,1,"2016","tradicional","- Violencia familiar"
"257","01001",5010,1,"2016","tradicional","- Violencia familiar"
"258","01001",5010,1,"2016","tradicional","- Violencia familiar"
"259","01001",5010,2,"2016","tradicional","- Violencia familiar"
"260","01001",5010,1,"2016","tradicional","- Violencia familiar"
"261","01001",5010,1,"2016","tradicional","- Violencia familiar"
"262","01001",5010,1,"2016","tradicional","- Violencia familiar"
"263","01001",5010,1,"2016","tradicional","- Violencia familiar"
"264","01001",5010,1,"2016","tradicional","- Violencia familiar"
"265","01001",5010,1,"2016","tradicional","- Violencia familiar"
"266","01001",5010,1,"2016","tradicional","- Violencia familiar"
"267","01001",5010,1,"2016","tradicional","- Violencia familiar"
"268","01001",5010,1,"2016","tradicional","- Violencia familiar"
"269","01001",5010,1,"2016","tradicional","- Violencia familiar"
"270","01001",5010,1,"2016","tradicional","- Violencia familiar"
"271","01001",5010,1,"2016","tradicional","- Violencia familiar"
"272","01001",5010,1,"2016","tradicional","- Violencia familiar"
"273","01001",5010,1,"2016","tradicional","- Violencia familiar"
"274","01001",5010,3,"2016","tradicional","- Violencia familiar"
"275","01001",5010,3,"2016","tradicional","- Violencia familiar"
"276","01001",5010,1,"2016","tradicional","- Violencia familiar"
"277","01001",5010,4,"2016","tradicional","- Violencia familiar"
"278","01001",5010,4,"2016","tradicional","- Violencia familiar"
"279","01001",5010,1,"2016","tradicional","- Violencia familiar"
"280","01001",5010,1,"2016","tradicional","- Violencia familiar"
"281","01001",5010,1,"2016","tradicional","- Violencia familiar"
"282","01001",5010,1,"2016","tradicional","- Violencia familiar"
"283","01001",5010,1,"2016","tradicional","- Violencia familiar"
"284","01001",5010,1,"2016","tradicional","- Violencia familiar"
"285","01001",5010,1,"2016","tradicional","- Violencia familiar"
"286","01001",5010,1,"2016","tradicional","- Violencia familiar"
"287","01001",5010,1,"2016","tradicional","- Violencia familiar"
"288","01001",5010,3,"2016","tradicional","- Violencia familiar"
"289","01001",5010,1,"2016","tradicional","- Violencia familiar"
"290","01001",5010,1,"2016","tradicional","- Violencia familiar"
"291","01001",5010,1,"2016","tradicional","- Violencia familiar"
"292","01001",5010,1,"2016","tradicional","- Violencia familiar"
"293","01001",5010,1,"2016","tradicional","- Violencia familiar"
"294","01001",5010,1,"2016","tradicional","- Violencia familiar"
"295","01001",5010,1,"2016","tradicional","- Violencia familiar"
"296","01001",5010,1,"2016","tradicional","- Violencia familiar"
"297","01001",5010,1,"2016","tradicional","- Violencia familiar"
"298","01001",5010,1,"2016","tradicional","- Violencia familiar"
"299","01001",5010,1,"2016","tradicional","- Violencia familiar"
"300","01001",5010,1,"2016","tradicional","- Violencia familiar"
"301","01001",5010,1,"2016","tradicional","- Violencia familiar"
"302","01001",5010,5,"2016","tradicional","- Violencia familiar"
"303","01001",5010,2,"2016","tradicional","- Violencia familiar"
"304","01001",5010,5,"2016","tradicional","- Violencia familiar"
"305","01001",5010,5,"2016","tradicional","- Violencia familiar"
"306","01001",5010,1,"2016","tradicional","- Violencia familiar"
"307","01001",5010,1,"2016","tradicional","- Violencia familiar"
"308","01001",5010,1,"2016","tradicional","- Violencia familiar"
"309","01001",5010,1,"2016","tradicional","- Violencia familiar"
"310","01001",5010,1,"2016","tradicional","- Violencia familiar"
"311","01001",5010,1,"2016","tradicional","- Violencia familiar"
"312","01001",5010,1,"2016","tradicional","- Violencia familiar"
"313","01001",5010,1,"2016","tradicional","- Violencia familiar"
"314","01001",5010,1,"2016","tradicional","- Violencia familiar"
"315","01001",5010,1,"2016","tradicional","- Violencia familiar"
"316","01001",5010,1,"2016","tradicional","- Violencia familiar"
"317","01001",5010,1,"2016","tradicional","- Violencia familiar"
"318","01001",5010,1,"2016","tradicional","- Violencia familiar"
"319","01001",5010,1,"2016","tradicional","- Violencia familiar"
"320","01001",5010,1,"2016","tradicional","- Violencia familiar"
"321","01001",5010,1,"2016","tradicional","- Violencia familiar"
"322","01001",5010,1,"2016","tradicional","- Violencia familiar"
"323","01001",5010,1,"2016","tradicional","- Violencia familiar"
"324","01001",5010,1,"2016","tradicional","- Violencia familiar"
"325","01001",5010,1,"2016","tradicional","- Violencia familiar"
"326","01001",5010,1,"2016","tradicional","- Violencia familiar"
"327","01001",5010,1,"2016","tradicional","- Violencia familiar"
"328","01001",5010,1,"2016","tradicional","- Violencia familiar"
"329","01001",5010,1,"2016","tradicional","- Violencia familiar"
"330","01001",5010,1,"2016","tradicional","- Violencia familiar"
"331","01001",5010,1,"2016","tradicional","- Violencia familiar"
"332","01001",5010,1,"2016","tradicional","- Violencia familiar"
"333","01001",5010,2,"2016","tradicional","- Violencia familiar"
"334","01001",5010,1,"2016","tradicional","- Violencia familiar"
"335","01001",5010,1,"2016","tradicional","- Violencia familiar"
"336","01001",5010,2,"2016","tradicional","- Violencia familiar"
"337","01001",5010,2,"2016","tradicional","- Violencia familiar"
"338","01001",5010,1,"2016","tradicional","- Violencia familiar"
"339","01001",5010,1,"2016","tradicional","- Violencia familiar"
"340","01001",5010,1,"2016","tradicional","- Violencia familiar"
"341","01001",5010,1,"2016","tradicional","- Violencia familiar"
"342","01001",5010,1,"2016","tradicional","- Violencia familiar"
"343","01001",5010,1,"2016","tradicional","- Violencia familiar"
"344","01001",5010,2,"2016","tradicional","- Violencia familiar"
"345","01001",5010,1,"2016","tradicional","- Violencia familiar"
"346","01001",5010,1,"2016","tradicional","- Violencia familiar"
"347","01001",5010,1,"2016","tradicional","- Violencia familiar"
"348","01001",5010,2,"2016","tradicional","- Violencia familiar"
"349","01001",5010,1,"2016","tradicional","- Violencia familiar"
"350","01001",5010,1,"2016","tradicional","- Violencia familiar"
"351","01001",5010,1,"2016","tradicional","- Violencia familiar"
"352","01001",5010,1,"2016","tradicional","- Violencia familiar"
"353","01001",5010,1,"2016","tradicional","- Violencia familiar"
"354","01001",5010,1,"2016","tradicional","- Violencia familiar"
"355","01001",5010,1,"2016","tradicional","- Violencia familiar"
"356","01001",5010,1,"2016","tradicional","- Violencia familiar"
"357","01001",5010,1,"2016","tradicional","- Violencia familiar"
"358","01001",5010,1,"2016","tradicional","- Violencia familiar"
"359","01001",5010,6,"2016","tradicional","- Violencia familiar"
"360","01001",5010,1,"2016","tradicional","- Violencia familiar"
"361","01001",5010,1,"2016","tradicional","- Violencia familiar"
"362","01001",5010,1,"2016","tradicional","- Violencia familiar"
"363","01001",5010,1,"2016","tradicional","- Violencia familiar"
"364","01001",5010,2,"2016","tradicional","- Violencia familiar"
"365","01001",5010,2,"2016","tradicional","- Violencia familiar"
"366","01001",5010,1,"2016","tradicional","- Violencia familiar"
"367","01001",5010,1,"2016","tradicional","- Violencia familiar"
"368","01001",5010,1,"2016","tradicional","- Violencia familiar"
"369","01001",5010,1,"2016","tradicional","- Violencia familiar"
"370","01001",5010,8,"2016","tradicional","- Violencia familiar"
"371","01001",5010,1,"2016","tradicional","- Violencia familiar"
"372","01001",5010,1,"2016","tradicional","- Violencia familiar"
"373","01001",5010,1,"2016","tradicional","- Violencia familiar"
"374","01001",5010,1,"2016","tradicional","- Violencia familiar"
"375","01001",5010,2,"2016","tradicional","- Violencia familiar"
"376","01001",5010,1,"2016","tradicional","- Violencia familiar"
"377","01001",5010,1,"2016","tradicional","- Violencia familiar"
"378","01001",5010,1,"2016","tradicional","- Violencia familiar"
"379","01001",5010,1,"2016","tradicional","- Violencia familiar"
"380","01001",5010,1,"2016","tradicional","- Violencia familiar"
"381","01001",5010,1,"2016","tradicional","- Violencia familiar"
"382","01001",5010,1,"2016","tradicional","- Violencia familiar"
"383","01001",5010,1,"2016","tradicional","- Violencia familiar"
"384","01001",5010,1,"2016","tradicional","- Violencia familiar"
"385","01001",5010,1,"2016","tradicional","- Violencia familiar"
"386","01001",5010,1,"2016","tradicional","- Violencia familiar"
"387","01001",5010,1,"2016","tradicional","- Violencia familiar"
"388","01001",5010,1,"2016","tradicional","- Violencia familiar"
"389","01001",5010,1,"2016","tradicional","- Violencia familiar"
"390","01001",5010,1,"2016","tradicional","- Violencia familiar"
"391","01001",5010,1,"2016","tradicional","- Violencia familiar"
"392","01001",5010,2,"2016","tradicional","- Violencia familiar"
"393","01001",5010,2,"2016","tradicional","- Violencia familiar"
"394","01001",5010,2,"2016","tradicional","- Violencia familiar"
"395","01001",5010,1,"2016","tradicional","- Violencia familiar"
"396","01001",5010,1,"2016","tradicional","- Violencia familiar"
"397","01001",5010,1,"2016","tradicional","- Violencia familiar"
"398","01001",5010,1,"2016","tradicional","- Violencia familiar"
"399","01001",5010,1,"2016","tradicional","- Violencia familiar"
"400","01001",5010,1,"2016","tradicional","- Violencia familiar"
"401","01001",5010,1,"2016","tradicional","- Violencia familiar"
"402","01001",5010,3,"2016","tradicional","- Violencia familiar"
"403","01001",5010,1,"2016","tradicional","- Violencia familiar"
"404","01001",5010,1,"2016","tradicional","- Violencia familiar"
"405","01001",5010,1,"2016","tradicional","- Violencia familiar"
"406","01001",5010,1,"2016","tradicional","- Violencia familiar"
"407","01001",5010,1,"2016","tradicional","- Violencia familiar"
"408","01001",5010,1,"2016","tradicional","- Violencia familiar"
"409","01001",5010,1,"2016","tradicional","- Violencia familiar"
"410","01001",5010,1,"2016","tradicional","- Violencia familiar"
"411","01001",5010,1,"2016","tradicional","- Violencia familiar"
"412","01001",5010,1,"2016","tradicional","- Violencia familiar"
"413","01001",5010,1,"2016","tradicional","- Violencia familiar"
"414","01001",5010,2,"2016","tradicional","- Violencia familiar"
"415","01001",5010,2,"2016","tradicional","- Violencia familiar"
"416","01001",5010,2,"2016","tradicional","- Violencia familiar"
"417","01001",5010,3,"2016","tradicional","- Violencia familiar"
"418","01001",5010,1,"2016","tradicional","- Violencia familiar"
"419","01001",5010,1,"2016","tradicional","- Violencia familiar"
"420","01001",5010,1,"2016","tradicional","- Violencia familiar"
"421","01001",5010,2,"2016","tradicional","- Violencia familiar"
"422","01001",5010,2,"2016","tradicional","- Violencia familiar"
"423","01001",5010,1,"2016","tradicional","- Violencia familiar"
"424","01001",5010,1,"2016","tradicional","- Violencia familiar"
"425","01001",5010,1,"2016","tradicional","- Violencia familiar"
"426","01001",5010,1,"2016","tradicional","- Violencia familiar"
"427","01001",5010,1,"2016","tradicional","- Violencia familiar"
"428","01001",5010,1,"2016","tradicional","- Violencia familiar"
"429","01001",5010,1,"2016","tradicional","- Violencia familiar"
"430","01001",5010,1,"2016","tradicional","- Violencia familiar"
"431","01001",5010,1,"2016","tradicional","- Violencia familiar"
"432","01001",5010,1,"2016","tradicional","- Violencia familiar"
"433","01001",5010,1,"2016","tradicional","- Violencia familiar"
"434","01001",5010,1,"2016","tradicional","- Violencia familiar"
"435","01001",5010,1,"2016","tradicional","- Violencia familiar"
"436","01001",5010,1,"2016","tradicional","- Violencia familiar"
"437","01001",5010,1,"2016","tradicional","- Violencia familiar"
"438","01001",5010,1,"2016","tradicional","- Violencia familiar"
"439","01001",5010,1,"2016","tradicional","- Violencia familiar"
"440","01001",5010,1,"2016","tradicional","- Violencia familiar"
"441","01001",5010,1,"2016","tradicional","- Violencia familiar"
"442","01001",5010,1,"2016","tradicional","- Violencia familiar"
"443","01001",5010,1,"2016","tradicional","- Violencia familiar"
"444","01001",5010,1,"2016","tradicional","- Violencia familiar"
"445","01001",5010,3,"2016","tradicional","- Violencia familiar"
"446","01001",5010,3,"2016","tradicional","- Violencia familiar"
"447","01001",5010,2,"2016","tradicional","- Violencia familiar"
"448","01001",5010,6,"2016","tradicional","- Violencia familiar"
"449","01001",5010,1,"2016","tradicional","- Violencia familiar"
"450","01001",5010,1,"2016","tradicional","- Violencia familiar"
"451","01001",5010,1,"2016","tradicional","- Violencia familiar"
"452","01001",5010,1,"2016","tradicional","- Violencia familiar"
"453","01001",5010,1,"2016","tradicional","- Violencia familiar"
"454","01001",5010,1,"2016","tradicional","- Violencia familiar"
"455","01001",5010,1,"2016","tradicional","- Violencia familiar"
"456","01001",5010,1,"2016","tradicional","- Violencia familiar"
"457","01001",5010,1,"2016","tradicional","- Violencia familiar"
"458","01001",5010,1,"2016","tradicional","- Violencia familiar"
"459","01001",5010,3,"2016","tradicional","- Violencia familiar"
"460","01001",5010,3,"2016","tradicional","- Violencia familiar"
"461","01001",5010,1,"2016","tradicional","- Violencia familiar"
"462","01001",5010,1,"2016","tradicional","- Violencia familiar"
"463","01001",5010,1,"2016","tradicional","- Violencia familiar"
"464","01001",5010,1,"2016","tradicional","- Violencia familiar"
